DELAY=0
Time,Resistance
8.344650268554688e-06,+1.18277626E-03
0.7836170196533203,+5.39172981E-04
1.5678236484527588,-4.14951292E-04
2.3524367809295654,+3.07422110E-03
3.1366519927978516,+7.53783761E-04
3.9204981327056885,+9.56903066E-04
4.704681158065796,+1.64587170E-03
5.488597869873047,+4.93942313E-04
6.27264142036438,+2.74125945E-03
7.05666446685791,+5.97628863E-03
7.840729236602783,+4.14126662E-03
8.623548746109009,+3.53729506E-03
9.407707214355469,+3.29440318E-03
10.192630290985107,+4.13011426E-03
10.976634979248047,+2.11450934E-03
11.759507417678833,+1.74180366E-03
12.544634580612183,+3.53725668E-03
13.32768440246582,+1.31268927E-03
14.112597942352295,+1.49340203E-03
14.89551830291748,+1.95067329E-03
15.68065094947815,+2.63394978E-03
16.464659452438354,+1.82069461E-03
17.248624324798584,+2.52657652E-03
18.031614303588867,+3.19280614E-03
18.816604137420654,+3.19846319E-03
19.600555896759033,+2.01279581E-03
20.384593963623047,+4.50826652E-03
21.167808294296265,+4.51393106E-03
21.952030181884766,+4.19211718E-03
22.73649764060974,+2.41939015E-03
23.519819498062134,+2.88233325E-03
24.304027795791626,+2.87666219E-03
25.088510990142822,+4.80108337E-05
25.87164616584778,+3.69808610E-04
26.656545877456665,+7.59417059E-04
27.44009041786194,+3.02063009E-04
28.22455668449402,+6.07009486E-04
29.00745439529419,+3.13337709E-04
29.792553186416626,+1.58939023E-03
30.57618737220764,+2.90856295E-04
31.36052942276001,-1.38398736E-04
32.14437937736511,+5.11032656E-04
32.92856001853943,+6.12469622E-04
33.712297201156616,-3.69904108E-04
34.4964816570282,+5.27872307E-04
35.28058886528015,+1.70796513E-03
36.06452536582947,-9.87208545E-05
36.84844446182251,+1.23373614E-03
37.632431745529175,-4.71532748E-04
38.415563106536865,-5.36412421E-05
39.2004976272583,+7.36854046E-04
39.98450970649719,+1.36353607E-03
40.767396688461304,+9.68268085E-04
41.55247712135315,+1.46510752E-03
42.336506366729736,+1.26744779E-03
43.12052655220032,+2.07490496E-03
43.904237031936646,+3.79697034E-03
44.6885039806366,+1.48212298E-03
45.47247838973999,+5.95751587E-04
46.256566762924194,+5.07853468E-03
47.04039239883423,+4.30505320E-03
47.82446646690369,+1.65720761E-03
48.6084942817688,+6.85951095E-04
49.39263892173767,+3.64234306E-04
50.17556810379028,+2.43626684E-03
50.960248708724976,+2.51531782E-03
51.74439859390259,-5.22237054E-04
52.527592182159424,+5.61842294E-04
53.31221580505371,+4.54519228E-04
54.09564232826233,+1.48783733E-03
54.880438566207886,+1.64579569E-03
55.66439366340637,-4.43059629E-04
56.448325634002686,+2.27816531E-03
57.23130702972412,+3.00651268E-03
58.0164098739624,+1.82652927E-03
58.80039429664612,+2.40243251E-03
59.58342385292053,+2.31771295E-03
60.36748814582825,+2.31763776E-03
61.15203285217285,+3.61057588E-03
61.93633055686951,+7.12807408E-03
62.71929335594177,+1.21869139E-02
63.504377603530884,+1.88378918E-02
64.2873067855835,+2.29255911E-02
65.0723729133606,+2.55905095E-02
65.85531973838806,+2.63809145E-02
66.64029121398926,+2.69456127E-02
67.42429876327515,+1.00922626E-02
68.20830273628235,-1.53429947E-02
68.99147415161133,-4.12241099E-02
69.77630829811096,-6.33287134E-02
70.56030464172363,-8.39703359E-02
71.34427428245544,-9.38961312E-02
72.12765622138977,-9.70460666E-02
72.9122986793518,-9.68708331E-02
73.69534158706665,-9.53582945E-02
74.48011422157288,-9.29241217E-02
75.26378035545349,-9.01410795E-02
76.04824161529541,-8.78212085E-02
76.83229851722717,-8.62172568E-02
77.61632561683655,-8.38007179E-02
78.39921593666077,-7.97305775E-02
79.18423867225647,-7.56369547E-02
79.96762704849243,-7.28587536E-02
80.75225806236267,-7.06396149E-02
81.53595685958862,-6.88048254E-02
82.32023239135742,-6.64559750E-02
83.10429620742798,-6.53267865E-02
83.88830494880676,-6.15102070E-02
84.67115998268127,-5.99240244E-02
85.4551637172699,-5.99524619E-02
86.2388687133789,-5.66942796E-02
87.02304363250732,-5.36391695E-02
87.80680227279663,-5.22904327E-02
88.59112572669983,-5.03033176E-02
89.37536764144897,-4.66893357E-02
90.15884327888489,-4.33751512E-02
90.9429783821106,-4.46177498E-02
91.72720837593079,-4.41883686E-02
92.51109910011292,-4.30084663E-02
93.29539442062378,-4.06768783E-02
94.07909560203552,-3.84915570E-02
94.86311411857605,-3.74185663E-02
95.64697122573853,-3.66737454E-02
96.43177461624146,-3.52000579E-02
97.21608424186707,-3.63178766E-02
98.00012707710266,-3.43587408E-02
98.78418946266174,-3.23146826E-02
99.56819558143616,-2.97630502E-02
100.35075330734253,-3.21059218E-02
101.13501930236816,-3.05986821E-02
101.91890144348145,-2.91755718E-02
102.70303726196289,-2.84530567E-02
103.48679780960083,-2.77584745E-02
104.2710063457489,-2.52348982E-02
105.05520009994507,-2.58950752E-02
105.84010720252991,-2.38514901E-02
106.62297439575195,-2.47604722E-02
107.4067554473877,-2.32530479E-02
108.19101691246033,-2.09154857E-02
108.97494673728943,-2.18019514E-02
109.75879383087158,-2.14691327E-02
110.54275584220886,-2.02720013E-02
111.32689380645752,-2.02944363E-02
112.11069774627686,-1.87755488E-02
112.89607548713684,-1.63762357E-02
113.67908263206482,-1.84144599E-02
114.46270298957825,-1.85498117E-02
115.24689507484436,-1.88322972E-02
116.03208780288696,-1.69972468E-02
116.8149847984314,-1.76013970E-02
117.60004448890686,-1.40781609E-02
118.38263654708862,-1.53427947E-02
119.16698694229126,-1.43039300E-02
119.95140504837036,-1.22150165E-02
120.7349123954773,-1.51622745E-02
121.51920533180237,-1.56929895E-02
122.30294561386108,-1.38525618E-02
123.08690476417542,-1.59246734E-02
123.87089490890503,-1.24917278E-02
124.65492630004883,-1.55969460E-02
125.44000697135925,-1.08037285E-02
126.22292876243591,-1.18085813E-02
127.00684595108032,-1.20457356E-02
127.7909505367279,-1.26724864E-02
128.57598066329956,-1.00809717E-02
129.3596634864807,-1.27288376E-02
130.14282369613647,-9.27927467E-03
130.9279339313507,-1.36094103E-02
131.7109317779541,-1.09221124E-02
132.49570631980896,-1.02049303E-02
133.2799334526062,-1.12156732E-02
134.06287956237793,-1.14304782E-02
134.84691095352173,-1.06568027E-02
135.63089776039124,-1.08714823E-02
136.41466617584229,-1.09501984E-02
137.19899725914001,-9.91150509E-03
137.98406958580017,-9.10396939E-03
138.76655530929565,-7.61351755E-03
139.5506660938263,-9.64614730E-03
140.33484625816345,-6.32070376E-03
141.1188349723816,-6.71607704E-03
141.90282607078552,-7.72081826E-03
142.6879301071167,-8.92912699E-03
143.47194957733154,-8.47178023E-03
144.2548177242279,-8.79356506E-03
145.03883147239685,-6.55217923E-03
145.8239176273346,-8.04267430E-03
146.60667657852173,-7.31995333E-03
147.3908247947693,-5.70532630E-03
148.17607307434082,-8.30236339E-03
148.95892691612244,-7.26350939E-03
149.74283957481384,-5.49618492E-03
150.52794790267944,-5.86334105E-03
151.31198716163635,-5.67143016E-03
152.09591007232666,-5.19141594E-03
152.8799693584442,-4.28240802E-03
153.66251635551453,-4.88096935E-03
154.44679474830627,-4.26567068E-03
155.23185777664185,-4.56477296E-03
156.01471328735352,-4.26554947E-03
156.79919934272766,-5.07289015E-03
157.5831596851349,-2.37408538E-03
158.36692261695862,-4.95435140E-03
159.15086674690247,-3.85330932E-03
159.93480682373047,-2.62246200E-03
160.71965169906616,-2.08624003E-03
161.50285243988037,-1.97889651E-03
162.28682661056519,-4.49129446E-03
163.07133078575134,-6.35169746E-04
163.854820728302,-2.65643231E-03
164.63873386383057,-3.48064050E-03
165.42285323143005,-2.50385762E-03
166.20682525634766,+5.90024449E-04
166.9909029006958,-1.23363988E-03
167.77487111091614,-3.80811276E-03
168.5588276386261,-5.50446148E-04
169.34274411201477,-3.42429908E-03
170.12774848937988,-2.41932595E-03
170.9110028743744,-9.11748095E-04
171.69478726387024,+7.05898694E-05
172.4787142276764,-1.12071880E-03
173.26272869110107,-2.30065925E-03
174.04718899726868,-1.00209859E-03
174.83087611198425,-1.70791307E-03
175.6147744655609,-1.77004205E-03
176.398823261261,+1.94892585E-04
177.1828236579895,+7.59384739E-04
177.96774744987488,-7.02895981E-04
178.75085401535034,+9.68305025E-04
179.5347921848297,+1.18849989E-03
180.3186957836151,+3.20972129E-03
181.1028745174408,+2.89921767E-03
181.88671565055847,+2.31775463E-03
182.670747756958,+9.62747661E-04
183.45470905303955,+1.07001980E-03
184.23867464065552,+2.60562619E-03
185.02262806892395,+2.44756275E-03
185.80669903755188,+9.85324484E-04
186.5909674167633,+2.25560481E-03
187.3750820159912,+2.58305542E-03
188.15902161598206,+5.99322442E-03
188.94266629219055,+1.95624854E-03
189.72719550132751,+1.72478436E-03
190.51118230819702,+3.55424770E-03
191.2949879169464,+8.94957808E-04
192.07924222946167,+4.26146150E-04
192.86262702941895,+8.32718026E-04
193.6468222141266,+6.18252307E-04
194.43066954612732,+1.55281078E-04
195.21529746055603,+4.16964049E-03
195.99861884117126,-6.97274656E-04
196.78281903266907,+4.37597928E-04
197.56719756126404,+3.67663229E-05
198.35099339485168,+1.82102934E-03
199.1351761817932,+1.97330365E-03
199.9185745716095,+1.67969956E-03
200.70304465293884,-1.97287782E-05
201.48665070533752,-5.39258282E-04
202.2708477973938,-2.53136904E-05
203.05559611320496,+4.60237323E-04
203.83884859085083,-1.31270833E-03
204.62278199195862,-1.05860970E-03
205.40725588798523,+9.45784950E-04
206.19061470031738,+1.06431999E-03
206.97472214698792,-4.23876902E-05
207.7590057849884,+1.35783071E-03
208.54264092445374,+1.06424244E-03
209.32658171653748,-4.82727402E-04
210.11066341400146,+2.32897345E-03
210.8947434425354,+2.09743580E-03
211.67868185043335,+1.33527929E-03
212.46251702308655,+1.49656633E-04
213.24700832366943,+1.83779923E-03
214.0305290222168,+2.05229256E-03
214.81453919410706,+7.48075442E-04
