DELAY=0
MAGNET_DISTANCE=16
Time,Resistance
0.8009624481201172,-0.00262814618
1.6007812023162842,-0.00346388363
2.4168999195098877,-0.00385895678
3.2170164585113525,-0.00208031455
4.01673436164856,-0.00131269108
4.816898822784424,-0.00352026645
5.61689567565918,-0.00527056998
6.416935205459595,-0.00369526274
7.216952562332153,-0.00448571792
8.01698637008667,-0.000618263172
8.816660642623901,-0.00174187155
9.616927146911621,-0.00217656419
10.416911363601685,-0.00253788888
11.216972589492798,-0.00201836792
12.016912460327148,-0.00266205523
12.81687593460083,-0.00302908836
13.616843461990356,-0.000561733281
14.416786670684814,-0.00220477818
15.201116800308228,-0.00344113931
15.985023498535156,-0.00337910883
16.784927368164062,-0.00318141345
17.58485198020935,-0.00402835291
18.38493013381958,-0.00326050357
19.18492341041565,-0.0018097161
19.984805583953857,-0.00445174392
20.784918069839478,-0.0015271324
21.58468008041382,-0.00461561014
22.38491916656494,-0.00324929092
23.184858798980713,-0.00174730887
23.984827995300293,-0.00180383051
24.784928560256958,-0.00433905056
25.58476161956787,-0.00111500639
26.38494873046875,-0.00139159772
27.184864282608032,-0.00035281872
27.984859466552734,-0.00318712877
28.78487992286682,-0.00469448719
29.584827184677124,-0.00300088974
30.384941816329956,-0.00261130033
31.184903860092163,-0.00166839042
31.984721422195435,-0.00409615159
32.78490090370178,-0.00491483794
33.58482575416565,-0.00403400148
34.3848991394043,-0.00558126415
35.184895753860474,-0.00326040507
35.98462462425232,-0.00363326015
36.78481888771057,-0.00404543578
37.584786891937256,-0.00225556617
38.38488984107971,-0.00511235539
39.184860944747925,-0.0019845923
39.98457145690918,-0.00174164926
40.78485894203186,-0.00270723935
41.584821701049805,-0.000606843786
42.36888670921326,-0.00418647845
43.16869640350342,0.000894956488
43.968640089035034,-0.00194499852
44.75308108329773,0.000646499305
45.55287718772888,0.000493991703
46.35277485847473,-0.00271289081
47.15268898010254,-0.00457605569
47.952796459198,-0.00283709321
48.75287199020386,-0.00221035978
49.55286908149719,-0.000663336019
50.352871894836426,-0.002746834
51.15287137031555,-0.00372914646
51.95286679267883,-0.00278625766
52.75286507606506,-0.0038307479
53.552863359451294,-0.00245876216
54.352864027023315,-0.00103594848
55.152862787246704,-0.00310258796
55.9528694152832,-0.00374042306
56.7528612613678,-0.00106987642
57.55275917053223,-0.00310255236
58.35256361961365,-0.00359931911
59.152671575546265,-0.00349199543
59.95278358459473,-0.00130136896
60.75278854370117,-0.00148216569
61.552661657333374,-0.000539175946
62.35265326499939,-0.00270154399
63.13670086860657,0.00206363354
63.93683862686157,0.00431644915
64.73683786392212,0.00502221117
65.53681325912476,0.0106116446
66.33665633201599,0.00641670678
67.13683581352234,0.00637716791
67.93690252304077,0.00427692653
68.73694515228271,-0.0042937757
69.53683233261108,-0.0325294033
70.33664441108704,-0.0625544593
71.13682913780212,-0.0825753708
71.93668007850647,-0.0981583365
72.73700952529907,-0.103690917
73.53696322441101,-0.106073419
74.33683180809021,-0.106814081
75.13683319091797,-0.106898352
75.93682312965393,-0.105294384
76.73682045936584,-0.105514683
77.5366837978363,-0.101065491
78.33663249015808,-0.103076316
79.13676023483276,-0.0995185909
79.9367184638977,-0.0989148359
80.73669528961182,-0.0967691171
81.53680658340454,-0.0934322377
82.33661651611328,-0.0905526623
83.13680410385132,-0.0854040042
83.93680596351624,-0.0819826827
84.73683333396912,-0.0813557901
85.53652811050415,-0.07761183
86.33661818504333,-0.0818526741
87.13680076599121,-0.0811132378
87.92099237442017,-0.0801361754
88.72080516815186,-0.0772740586
89.52079725265503,-0.0769466742
90.32075023651123,-0.0752469105
91.12079381942749,-0.0713399726
91.92079448699951,-0.0693977938
92.72079610824585,-0.0706169585
93.52079391479492,-0.0700638938
94.32079458236694,-0.0663998603
95.12078714370728,-0.0685842706
95.9207866191864,-0.0637284266
96.72048830986023,-0.0602285776
97.52062630653381,-0.0622951725
98.32066345214844,-0.0624255956
99.12078189849854,-0.061351833
99.92077827453613,-0.0600817293
100.72077822685242,-0.0560903474
101.52077150344849,-0.0561633724
102.32078981399536,-0.0537866159
103.12092185020447,-0.054977882
103.92066788673401,-0.0545823428
104.72061228752136,-0.0506760933
105.52070736885071,-0.0538541793
106.3207631111145,-0.0477112485
107.12072205543518,-0.0529960592
107.92070245742798,-0.0512173362
108.72059774398804,-0.0459551227
109.52068614959717,-0.0500486404
110.32080888748169,-0.0490667494
111.12044548988342,-0.0487729115
111.92075562477112,-0.0467124382
112.72073674201965,-0.0476665243
113.52074885368347,-0.0465879835
114.32075357437134,-0.0453454823
115.12030458450317,-0.0471975114
115.92029213905334,-0.0460513972
116.70480585098267,-0.044001722
117.5046558380127,-0.0452328011
118.30456590652466,-0.0373677652
119.10476922988892,-0.043860796
119.90456938743591,-0.042968434
120.70473527908325,-0.0390615973
