MAGNET_DISTANCE=8
Time,Resistance
0.7825450897216797,+4.70596618E-03
1.5663704872131348,+5.32699771E-03
2.349078893661499,+3.90414806E-03
3.1345267295837402,+3.96070252E-03
3.918466091156006,+7.59102866E-03
4.701430320739746,+3.84776344E-03
5.485558032989502,+3.96073418E-03
6.270572185516357,+5.08976009E-03
7.054509401321411,+6.90783858E-03
7.8385725021362305,+5.15763122E-03
8.62247633934021,+5.26485830E-03
9.406502962112427,+4.40106000E-03
10.190497636795044,+3.16457448E-03
10.973434925079346,+3.35644002E-03
11.757542371749878,+6.20780304E-03
12.542439937591553,+3.85893484E-03
13.326520919799805,+4.20912988E-03
14.11065936088562,+5.77869141E-03
14.89443588256836,+4.18645685E-03
15.677850484848022,+3.22100187E-03
16.46242046356201,+3.73476790E-03
17.246498823165894,+3.07429267E-03
18.030373334884644,+3.63317208E-03
18.814435243606567,+4.45195117E-03
19.598419904708862,+3.53719383E-03
20.3824462890625,+4.16968166E-03
21.166294813156128,+4.53659888E-03
21.949620008468628,+2.66776054E-03
22.734394550323486,+6.51834435E-03
23.517348289489746,+3.19279614E-03
24.301348209381104,+3.79119774E-03
25.086400747299194,+4.80192679E-03
25.870403289794922,+2.69592194E-03
26.654345512390137,+3.47506093E-03
27.437219381332397,+3.30570912E-03
28.22241711616516,+5.76736458E-03
29.00640034675598,+4.93747140E-03
29.79035472869873,+2.92173827E-03
30.57341766357422,+5.33823613E-03
31.35747790336609,+6.21904792E-03
32.14236092567444,+5.17456496E-03
32.926353931427,+5.14066437E-03
33.709516286849976,+5.82949303E-03
34.49330759048462,+4.05098729E-03
35.278348207473755,+6.51828631E-03
36.06140661239624,+7.98620457E-03
36.845536947250366,+4.94309357E-03
37.62978529930115,+5.58670262E-03
38.41429328918457,+5.54727232E-03
39.19820737838745,+5.27056699E-03
39.98159313201904,+6.71593524E-03
40.76625990867615,+5.54722921E-03
41.55030560493469,+3.90981766E-03
42.33432602882385,+4.03965308E-03
43.11780261993408,+3.96632497E-03
43.90225052833557,+4.84150739E-03
44.685996770858765,+4.77938067E-03
45.470247745513916,+3.44683027E-03
46.2539119720459,+3.79129376E-03
47.038132190704346,+2.96702288E-03
47.82215094566345,+3.17013323E-03
48.605242013931274,+5.08421791E-03
49.38992094993591,+3.41305266E-03
50.17416048049927,+4.58183761E-03
50.958242654800415,+5.96494786E-03
51.742228746414185,+4.57613645E-03
52.5261549949646,+3.03473316E-03
53.309226512908936,+5.69395700E-03
54.09424948692322,+2.91056031E-03
54.878199100494385,+4.67196712E-03
55.66219711303711,+4.79627295E-03
56.44612240791321,+3.98883854E-03
57.23014545440674,+3.65576695E-03
58.01306390762329,+5.18013166E-03
58.79705262184143,+5.56420841E-03
59.58205056190491,+3.66706174E-03
60.36622405052185,+3.16453221E-03
61.14962911605835,+5.72795822E-03
61.93425488471985,+5.59798797E-03
62.71752405166626,+6.59741672E-03
63.50214695930481,+5.98189834E-03
64.28619813919067,+6.16255853E-03
65.07007813453674,+5.72783771E-03
65.85403227806091,+2.44747777E-03
66.637939453125,+4.52526071E-03
67.42172598838806,+1.42001696E-03
68.20621728897095,+4.15820885E-03
68.99000024795532,+4.11315205E-03
69.77313256263733,+4.00016533E-03
70.55693578720093,+1.43691660E-03
71.3421859741211,+1.27684271E-02
72.1250307559967,+1.94984768E-02
72.9097740650177,+2.26546111E-02
73.69305944442749,+2.05655625E-02
74.4779326915741,+1.24522465E-02
75.2608802318573,-4.53648782E-03
76.04605627059937,-3.82829837E-02
76.83005905151367,-4.70113345E-02
77.61399960517883,-4.28561711E-02
78.39691114425659,-3.44038878E-02
79.18200349807739,-2.64655819E-02
79.96606206893921,-2.24401372E-02
80.74900388717651,-1.59076708E-02
81.53287887573242,-1.27119033E-02
82.31798195838928,-9.94535086E-03
83.10135316848755,-7.15639265E-03
83.88486957550049,-5.39470092E-03
84.6689121723175,-5.29305832E-03
85.45301985740662,-2.04665948E-03
86.23735809326172,+7.42345218E-04
87.02192664146423,+2.43623326E-03
87.80517768859863,+4.54779890E-03
88.58992910385132,+5.38907161E-03
89.3740074634552,+6.42791357E-03
90.15797781944275,+9.48811980E-03
90.94132375717163,+7.66440334E-03
91.7258837223053,+1.04140588E-02
92.50992369651794,+7.78293985E-03
93.29392981529236,+9.52763491E-03
94.07739400863647,+9.37520350E-03
94.86188912391663,+1.08544628E-02
95.6449203491211,+1.03293773E-02
96.42989706993103,+1.11141917E-02
97.21317052841187,+1.17860277E-02
97.99779486656189,+1.21191737E-02
98.78105187416077,+1.42759214E-02
99.56584191322327,+1.53768925E-02
100.34964656829834,+1.44509263E-02
101.1330213546753,+1.63028298E-02
101.91677165031433,+1.54728778E-02
102.70166492462158,+1.57099896E-02
103.48578596115112,+1.59866452E-02
104.26856303215027,+1.72231341E-02
105.053790807724,+1.81998924E-02
105.83764171600342,+1.76748133E-02
106.62166905403137,+1.74772011E-02
107.40573740005493,+1.78611317E-02
108.18978261947632,+1.87757819E-02
108.97298073768616,+1.78724244E-02
109.75790166854858,+1.95379980E-02
110.54174971580505,+1.81547241E-02
111.32570028305054,+1.75054344E-02
112.109792470932,+1.96226902E-02
112.89388632774353,+1.80248665E-02
113.67659282684326,+1.95549358E-02
114.4617714881897,+1.91597086E-02
115.24580574035645,+1.86741562E-02
116.02980923652649,+1.97807737E-02
116.81343269348145,+1.92895710E-02
117.59665203094482,+1.86289924E-02
118.38162851333618,+2.08083478E-02
119.16587209701538,+1.86798006E-02
119.9496922492981,+1.96904368E-02
120.73285245895386,+1.92782841E-02
121.51768565177917,+1.97356047E-02
122.30173182487488,+1.93121544E-02
123.08468818664551,+2.06050875E-02
123.86967587471008,+1.88266002E-02
124.6529335975647,+2.08139999E-02
125.43771004676819,+1.97807727E-02
126.22047924995422,+2.15423068E-02
127.00565528869629,+2.13955219E-02
127.78968715667725,+1.98090063E-02
128.57365012168884,+2.12656634E-02
129.3565707206726,+2.05938000E-02
130.1416003704071,+2.29707673E-02
130.9256477355957,+2.12656846E-02
131.70963096618652,+2.10229018E-02
132.4927237033844,+2.25134367E-02
133.2763876914978,+2.04244100E-02
134.06105661392212,+2.19996693E-02
134.84560751914978,+2.19996372E-02
135.62856769561768,+2.28917109E-02
136.41354846954346,+2.11583988E-02
137.1976113319397,+2.32474023E-02
137.98162245750427,+2.27336274E-02
138.7648696899414,+2.04978186E-02
139.54956245422363,+2.08704511E-02
140.33281540870667,+2.04752345E-02
141.11755442619324,+2.02155228E-02
141.90070629119873,+2.12205033E-02
142.68549704551697,+2.18472074E-02
143.46954584121704,+2.29481928E-02
144.2528932094574,+1.98428807E-02
145.03715586662292,+2.06728463E-02
145.82148122787476,+2.14237498E-02
146.605548620224,+2.07179960E-02
147.38960433006287,+2.04244177E-02
148.17318177223206,+2.11414432E-02
148.95752382278442,+2.19939786E-02
149.74148654937744,+2.06672038E-02
150.52549147605896,+2.05655560E-02
151.3093786239624,+2.10115931E-02
152.0934567451477,+2.10003162E-02
152.87646174430847,+2.21690390E-02
153.66146540641785,+2.18189911E-02
154.44530081748962,+2.12600018E-02
155.22937679290771,+2.10116127E-02
156.01346158981323,+2.11809845E-02
156.79749751091003,+2.13560041E-02
157.58153676986694,+1.90298498E-02
