"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.051573000E-2,2.231250000E1,-8.268750191E0,-1.079437561E2,1.105353987E2
3.051573000E-2,2.109375000E1,-8.643750191E0,-1.077937546E2,1.101778300E2
4.051573000E-2,2.085000038E1,-8.381250381E0,-1.073250046E2,1.096522890E2
5.051573000E-2,2.085000038E1,-8.231250763E0,-1.072875061E2,1.096042197E2
6.051573000E-2,2.103750038E1,-8.156250000E0,-1.070437546E2,1.093959151E2
7.051573000E-2,2.118750000E1,-7.856250286E0,-1.070625076E2,1.094212565E2
8.051573000E-2,2.146875000E1,-7.762500286E0,-1.071375046E2,1.095427247E2
9.051573000E-2,2.171250153E1,-7.575000286E0,-1.070625076E2,1.095043099E2
1.005157300E-1,2.154375076E1,-7.537500381E0,-1.068750076E2,1.092850144E2
1.105157300E-1,2.178750038E1,-7.162500381E0,-1.067437515E2,1.091797833E2
1.205157300E-1,2.195625114E1,-6.918750286E0,-1.067437515E2,1.091978688E2
1.305157300E-1,2.210625076E1,-6.787500381E0,-1.067437515E2,1.092198928E2
1.405157300E-1,2.214375114E1,-6.693750381E0,-1.067812576E2,1.092583589E2
1.505157300E-1,2.227500153E1,-6.993750095E0,-1.066687546E2,1.091939167E2
1.605157300E-1,2.225625038E1,-7.068750381E0,-1.065187531E2,1.090483960E2
1.705157300E-1,2.210625076E1,-7.256250381E0,-1.064062576E2,1.089202973E2
1.805157300E-1,2.221875000E1,-7.275000095E0,-1.064250031E2,1.089627448E2
1.905157300E-1,2.206875038E1,-7.443750381E0,-1.068000031E2,1.093100170E2
2.005157300E-1,2.184375000E1,-7.743750095E0,-1.067625046E2,1.092490158E2
2.105157300E-1,2.169375038E1,-7.950000286E0,-1.068562546E2,1.093255709E2
2.205157300E-1,2.163750076E1,-7.968750477E0,-1.068750076E2,1.093341195E2
2.305157300E-1,2.146875000E1,-7.893750191E0,-1.069500046E2,1.093687432E2
