MAGNET_DISTANCE=20
DELAY=13
"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
2.914100500E-2,-8.400000572E0,-3.945000076E1,-4.117500305E1,5.763890566E1
3.914100500E-2,-8.643750191E0,-3.990000153E1,-4.149375153E1,5.821044541E1
4.914100500E-2,-8.906250000E0,-3.960000229E1,-4.164375305E1,5.815224534E1
5.914100500E-2,-8.831250191E0,-3.967500305E1,-4.175625229E1,5.827247594E1
6.914100500E-2,-8.775000572E0,-3.971250153E1,-4.188750076E1,5.838361185E1
7.914100500E-2,-8.943750381E0,-3.984375000E1,-4.196250153E1,5.855225546E1
8.914100500E-2,-8.868750572E0,-4.001250076E1,-4.207500076E1,5.873636559E1
9.914100500E-2,-8.643750191E0,-3.984375000E1,-4.207500076E1,5.858792129E1
1.091410050E-1,-8.662500381E0,-3.997500229E1,-4.201875305E1,5.863970778E1
1.191410050E-1,-8.568750381E0,-3.991875076E1,-4.201875305E1,5.858759044E1
1.291410050E-1,-8.400000572E0,-4.016250229E1,-4.200000000E1,5.871615280E1
1.391410050E-1,-8.362500191E0,-4.029375076E1,-4.196250153E1,5.877388276E1
1.491410050E-1,-8.418750763E0,-4.031250000E1,-4.200000000E1,5.882153535E1
1.591410050E-1,-8.287500381E0,-4.038750076E1,-4.192500305E1,5.880083980E1
1.691410050E-1,-8.325000763E0,-4.038750076E1,-4.179375076E1,5.871263457E1
1.791410050E-1,-8.418750763E0,-4.050000000E1,-4.179375076E1,5.880342649E1
1.891410050E-1,-8.231250763E0,-4.033125305E1,-4.200000000E1,5.880785204E1
1.991410050E-1,-8.362500191E0,-4.023750305E1,-4.235625076E1,5.901728594E1
2.091410050E-1,-8.362500191E0,-4.016250229E1,-4.243125153E1,5.902007375E1
2.191410050E-1,-8.362500191E0,-4.016250229E1,-4.256250000E1,5.911450250E1
2.291410050E-1,-8.287500381E0,-4.016250229E1,-4.233750153E1,5.894211812E1
2.391410050E-1,-8.175000191E0,-4.020000076E1,-4.248750305E1,5.905978839E1
2.491410050E-1,-8.137500763E0,-4.016250229E1,-4.256250000E1,5.908309331E1
2.591410050E-1,-8.137500763E0,-4.029375076E1,-4.260000229E1,5.919937047E1
2.691410050E-1,-8.343750000E0,-4.046250153E1,-4.254375076E1,5.930263841E1
2.791410050E-1,-8.418750763E0,-4.055625153E1,-4.218750000E1,5.912250044E1
2.891410050E-1,-8.512500763E0,-4.042500305E1,-4.218750000E1,5.904598799E1
2.991410050E-1,-8.681250572E0,-4.025625229E1,-4.218750000E1,5.895519584E1
3.091410050E-1,-8.718750000E0,-4.025625229E1,-4.218750000E1,5.896072936E1
3.191410050E-1,-8.868750572E0,-3.993750000E1,-4.222500229E1,5.879293717E1
3.291410050E-1,-8.943750381E0,-3.984375000E1,-4.237500000E1,5.884858291E1
3.391410050E-1,-9.093750000E0,-3.986250305E1,-4.258125305E1,5.903285992E1
3.491410050E-1,-9.243750572E0,-3.988125229E1,-4.269375229E1,5.914995937E1
3.591410050E-1,-9.262500763E0,-4.003125000E1,-4.286250305E1,5.937582896E1
3.691410050E-1,-9.412500381E0,-3.997500229E1,-4.303125000E1,5.948348046E1
3.791410050E-1,-9.562500000E0,-4.012500000E1,-4.323750305E1,5.975733178E1
3.891410050E-1,-9.768750191E0,-3.978750229E1,-4.363125229E1,5.985114865E1
3.991410050E-1,-9.862500191E0,-3.960000229E1,-4.372500229E1,5.981057529E1
4.091410050E-1,-1.035000038E1,-3.945000076E1,-4.387500000E1,5.990359499E1
4.191410050E-1,-1.078125000E1,-3.890625000E1,-4.417500305E1,5.984448626E1
4.291410050E-1,-1.130625057E1,-3.810000229E1,-4.458750153E1,5.972844187E1
4.391410050E-1,-1.181250000E1,-3.727500153E1,-4.513125229E1,5.971424309E1
4.491410050E-1,-1.228125095E1,-3.673125076E1,-4.567500305E1,5.988505499E1
4.591410050E-1,-1.282500076E1,-3.577500153E1,-4.627500153E1,5.988077442E1
4.691410050E-1,-1.344375038E1,-3.528750229E1,-4.698750305E1,6.028074058E1
4.791410050E-1,-1.421250057E1,-3.446250153E1,-4.762500000E1,6.047974710E1
4.891410050E-1,-1.468125057E1,-3.352500153E1,-4.822500229E1,6.054019897E1
4.991410050E-1,-1.520625019E1,-3.264375305E1,-4.890000153E1,6.072935705E1
5.091410050E-1,-1.567500019E1,-3.196875191E1,-4.978125381E1,6.120359435E1
5.191410050E-1,-1.590000057E1,-3.106875038E1,-5.028750229E1,6.121200989E1
5.291410050E-1,-1.644375038E1,-3.001875114E1,-5.096250153E1,6.138972967E1
5.391410050E-1,-1.670625114E1,-2.885625076E1,-5.165625381E1,6.148292929E1
5.491410050E-1,-1.685625076E1,-2.776875114E1,-5.216250229E1,6.145049532E1
5.591410050E-1,-1.696875000E1,-2.662500191E1,-5.287500381E1,6.158405014E1
5.691410050E-1,-1.693125153E1,-2.542500114E1,-5.364375305E1,6.173127411E1
5.791410050E-1,-1.663125038E1,-2.450625038E1,-5.405625153E1,6.163791955E1
5.891410050E-1,-1.612500000E1,-2.351250076E1,-5.445000076E1,6.146263825E1
5.991410050E-1,-1.573125076E1,-2.268750000E1,-5.461875153E1,6.119969710E1
6.091410050E-1,-1.490625095E1,-2.201250076E1,-5.467500305E1,6.079557933E1
6.191410050E-1,-1.370625019E1,-2.150625038E1,-5.452500153E1,6.019431776E1
6.291410050E-1,-1.245000076E1,-2.115000153E1,-5.433750153E1,5.962289120E1
6.391410050E-1,-1.063125038E1,-2.081250000E1,-5.390625381E1,5.875430062E1
6.491410050E-1,-8.606250763E0,-2.088750076E1,-5.326875305E1,5.786117258E1
6.591410050E-1,-6.581250191E0,-2.068125153E1,-5.246250153E1,5.677447565E1
6.691410050E-1,-4.162500381E0,-2.066250038E1,-5.135625076E1,5.551333015E1
6.791410050E-1,-1.706250072E0,-2.083125114E1,-5.055000305E1,5.470059526E1
6.891410050E-1,8.062500358E-1,-2.085000038E1,-4.946250153E1,5.368343890E1
6.991410050E-1,2.737500191E0,-2.079375076E1,-4.805625153E1,5.243355117E1
7.091410050E-1,4.931250095E0,-2.049375153E1,-4.687500000E1,5.139627131E1
7.191410050E-1,6.637500286E0,-2.058750153E1,-4.539375305E1,5.028413711E1
7.291410050E-1,8.381250381E0,-2.019375038E1,-4.391250229E1,4.905446738E1
7.391410050E-1,1.001250076E1,-2.019375038E1,-4.237500000E1,4.799664937E1
7.491410050E-1,1.123125076E1,-1.998750114E1,-4.081875229E1,4.681678902E1
7.591410050E-1,1.230000019E1,-1.963125038E1,-3.939375305E1,4.570058835E1
7.691410050E-1,1.310625076E1,-1.935000038E1,-3.808125305E1,4.468084777E1
7.791410050E-1,1.393125057E1,-1.946250153E1,-3.690000153E1,4.398271048E1
7.891410050E-1,1.456875038E1,-1.948125076E1,-3.571875000E1,4.321569993E1
7.991410050E-1,1.498125076E1,-1.953750038E1,-3.453750229E1,4.241451237E1
8.091410050E-1,1.516875076E1,-1.959375000E1,-3.346875000E1,4.164328596E1
8.191410050E-1,1.522500038E1,-1.957500076E1,-3.258750153E1,4.095029362E1
8.291410050E-1,1.516875076E1,-1.976250076E1,-3.168750191E1,4.030812838E1
8.391410050E-1,1.501875019E1,-2.004375076E1,-3.086250114E1,3.974680841E1
8.491410050E-1,1.500000095E1,-2.017500114E1,-2.979375076E1,3.898330777E1
8.591410050E-1,1.526250076E1,-2.011875153E1,-2.870625114E1,3.823293014E1
8.691410050E-1,1.543125057E1,-2.013750076E1,-2.756250191E1,3.746109906E1
8.791410050E-1,1.590000057E1,-1.980000114E1,-2.658750153E1,3.676608901E1
8.891410050E-1,1.614375114E1,-1.957500076E1,-2.551875114E1,3.598621980E1
8.991410050E-1,1.670625114E1,-1.921875000E1,-2.426250076E1,3.517283216E1
9.091410050E-1,1.715625000E1,-1.856250000E1,-2.326875114E1,3.435604896E1
9.191410050E-1,1.775625038E1,-1.783125114E1,-2.225625038E1,3.359432431E1
9.291410050E-1,1.860000038E1,-1.693125153E1,-2.146875000E1,3.306863346E1
9.391410050E-1,1.921875000E1,-1.586250019E1,-2.077500153E1,3.244348860E1
9.491410050E-1,1.972500038E1,-1.458750057E1,-2.021250153E1,3.178704187E1
9.591410050E-1,1.991250038E1,-1.368750095E1,-1.985625076E1,3.127500677E1
9.691410050E-1,2.062500000E1,-1.265625095E1,-1.959375000E1,3.113657580E1
9.791410050E-1,2.096250153E1,-1.147500038E1,-1.974375153E1,3.099867462E1
9.891410050E-1,2.139375114E1,-1.027500057E1,-2.010000038E1,3.110109709E1
9.991410050E-1,2.195625114E1,-8.906250000E0,-2.068125153E1,3.145015768E1
1.009141005E0,2.205000114E1,-7.706250191E0,-2.143125153E1,3.169995875E1
1.019141005E0,2.191875076E1,-6.543750286E0,-2.285625076E1,3.233667425E1
