MAGNET_DISTANCE=8
DELAY=5
"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.521246400E-2,1.556250095E1,4.650000095E0,-2.523750114E1,3.001242078E1
4.521246400E-2,1.501875019E1,4.350000381E0,-2.493750191E1,2.943406805E1
5.521246400E-2,1.518750095E1,4.106250286E0,-2.484375191E1,2.940635111E1
6.521246400E-2,1.481250095E1,3.918750048E0,-2.514375114E1,2.944443934E1
7.521246400E-2,1.456875038E1,3.975000143E0,-2.497500038E1,2.918560875E1
8.521246400E-2,1.445625019E1,3.843750238E0,-2.495625114E1,2.909591134E1
9.521246400E-2,1.451250076E1,3.750000238E0,-2.497500038E1,2.912775007E1
1.052124640E-1,1.451250076E1,3.731250048E0,-2.480625153E1,2.898076983E1
1.152124640E-1,1.453125095E1,3.675000191E0,-2.478750038E1,2.896693038E1
1.252124640E-1,1.453125095E1,3.618750095E0,-2.486250114E1,2.902406880E1
1.352124640E-1,1.440000057E1,3.618750095E0,-2.493750191E1,2.902299726E1
1.452124640E-1,1.447500038E1,3.768750191E0,-2.458125114E1,2.877441610E1
1.552124640E-1,1.464375019E1,3.712500095E0,-2.458125114E1,2.885238265E1
1.652124640E-1,1.479375076E1,3.768750191E0,-2.469375038E1,2.903170418E1
1.752124640E-1,1.468125057E1,3.787500143E0,-2.445000076E1,2.876954662E1
1.852124640E-1,1.464375019E1,3.675000191E0,-2.446875191E1,2.875178022E1
1.952124640E-1,1.453125095E1,3.600000143E0,-2.441250038E1,2.863716868E1
2.052124640E-1,1.456875038E1,3.468750238E0,-2.424375153E1,2.849631913E1
2.152124640E-1,1.449375057E1,3.543750048E0,-2.409375191E1,2.833965157E1
2.252124640E-1,1.438125038E1,3.393750191E0,-2.413125038E1,2.829585036E1
2.352124640E-1,1.445625019E1,3.431250095E0,-2.403750038E1,2.825876981E1
2.452124640E-1,1.432500076E1,3.487500191E0,-2.370000076E1,2.791161659E1
2.552124640E-1,1.426875019E1,3.600000143E0,-2.368125153E1,2.788115684E1
2.652124640E-1,1.430625057E1,3.731250048E0,-2.362500000E1,2.786990594E1
2.752124640E-1,1.421250057E1,3.825000048E0,-2.356875038E1,2.778689965E1
2.852124640E-1,1.413750076E1,4.031250000E0,-2.351250076E1,2.773008468E1
2.952124640E-1,1.398750019E1,3.937500238E0,-2.338125038E1,2.752883832E1
3.052124640E-1,1.398750019E1,3.881250143E0,-2.338125038E1,2.752084907E1
3.152124640E-1,1.374375057E1,3.843750238E0,-2.340000153E1,2.740848714E1
3.252124640E-1,1.380000019E1,3.712500095E0,-2.351250076E1,2.751472977E1
3.352124640E-1,1.385625076E1,3.693750143E0,-2.371875000E1,2.771675625E1
3.452124640E-1,1.387500095E1,3.675000191E0,-2.370000076E1,2.770760390E1
3.552124640E-1,1.400625038E1,3.581250191E0,-2.383125114E1,2.787344496E1
3.652124640E-1,1.415625095E1,3.468750238E0,-2.371875000E1,2.783901526E1
3.752124640E-1,1.441875076E1,3.543750048E0,-2.383125114E1,2.807823123E1
3.852124640E-1,1.468125057E1,3.543750048E0,-2.383125114E1,2.821392943E1
