MAGNET_DISTANCE=20
DELAY=1
"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.612731400E-2,3.056250095E0,6.000000238E-1,-2.895000076E1,2.911706044E1
4.612731400E-2,3.281250238E0,1.125000000E0,-2.746875191E1,2.768690231E1
5.612731400E-2,3.525000095E0,1.481250048E0,-2.748750114E1,2.775216111E1
6.612731400E-2,3.150000095E0,1.706250072E0,-2.700000191E1,2.723662778E1
7.612731400E-2,3.450000048E0,1.743750095E0,-2.685000038E1,2.712684437E1
8.612731400E-2,3.506250143E0,1.856250048E0,-2.681250191E1,2.710442239E1
9.612731400E-2,3.431250095E0,1.931250095E0,-2.666250038E1,2.695166286E1
1.061273140E-1,3.281250238E0,1.837500095E0,-2.660625076E1,2.687071993E1
1.161273140E-1,3.543750048E0,2.081250191E0,-2.641875076E1,2.673649488E1
1.261273140E-1,3.393750191E0,2.231250048E0,-2.653125191E1,2.684033057E1
1.361273140E-1,3.225000143E0,2.100000143E0,-2.645625114E1,2.673469377E1
1.461273140E-1,3.300000191E0,1.950000048E0,-2.664375114E1,2.691806041E1
1.561273140E-1,2.962500095E0,1.931250095E0,-2.671875191E1,2.695176872E1
1.661273140E-1,2.775000095E0,1.800000072E0,-2.677500153E1,2.697853466E1
1.761273140E-1,2.906250000E0,1.800000072E0,-2.681250191E1,2.702954953E1
1.861273140E-1,2.962500095E0,1.837500095E0,-2.698125076E1,2.720552712E1
1.961273140E-1,2.775000095E0,1.743750095E0,-2.713125038E1,2.732848399E1
2.061273140E-1,2.868750095E0,1.968750119E0,-2.692500114E1,2.714887458E1
2.161273140E-1,3.037500143E0,1.968750119E0,-2.696250153E1,2.720439069E1
2.261273140E-1,3.075000048E0,2.006250143E0,-2.716875076E1,2.741571963E1
2.361273140E-1,3.168750048E0,2.250000000E0,-2.718750191E1,2.746386238E1
2.461273140E-1,3.037500143E0,2.306250095E0,-2.728125191E1,2.754654066E1
2.561273140E-1,2.737500191E0,2.175000191E0,-2.741250038E1,2.763457455E1
2.661273140E-1,2.775000095E0,2.081250191E0,-2.746875191E1,2.768690230E1
2.761273140E-1,2.643750191E0,2.006250143E0,-2.720625114E1,2.740792871E1
2.861273140E-1,2.512500048E0,1.593750119E0,-2.746875191E1,2.762942322E1
2.961273140E-1,2.475000143E0,1.781250119E0,-2.758125114E1,2.774930436E1
3.061273140E-1,2.475000143E0,1.875000119E0,-2.752500153E1,2.769958412E1
3.161273140E-1,2.531250000E0,1.762500048E0,-2.769375038E1,2.786498597E1
3.261273140E-1,2.662500143E0,1.687500119E0,-2.769375038E1,2.787257386E1
3.361273140E-1,2.550000191E0,1.800000072E0,-2.788125038E1,2.805542058E1
3.461273140E-1,2.475000143E0,1.931250095E0,-2.788125038E1,2.805743173E1
3.561273140E-1,2.287500143E0,1.875000119E0,-2.801250076E1,2.816821757E1
3.661273140E-1,2.400000095E0,2.118750095E0,-2.814375114E1,2.832525077E1
3.761273140E-1,2.306250095E0,2.062500000E0,-2.812500191E1,2.829467137E1
3.861273140E-1,2.081250191E0,2.062500000E0,-2.808750153E1,2.823992299E1
3.961273140E-1,1.912500024E0,2.025000095E0,-2.799375153E1,2.813198191E1
4.061273140E-1,1.706250072E0,2.493750095E0,-2.782500076E1,2.798858243E1
4.161273140E-1,1.725000024E0,2.737500191E0,-2.735625076E1,2.754694154E1
4.261273140E-1,1.743750095E0,3.131250143E0,-2.688750076E1,2.712532192E1
4.361273140E-1,1.612500072E0,3.900000095E0,-2.647500038E1,2.680924845E1
4.461273140E-1,1.500000000E0,4.143750191E0,-2.587500191E1,2.624759778E1
4.561273140E-1,1.368750095E0,4.593750000E0,-2.506875038E1,2.552289681E1
4.661273140E-1,1.350000024E0,5.193750381E0,-2.424375153E1,2.483056647E1
4.761273140E-1,1.275000095E0,5.643750191E0,-2.340000153E1,2.410472180E1
4.861273140E-1,1.425000072E0,5.981250286E0,-2.236875153E1,2.319842721E1
4.961273140E-1,1.237500072E0,6.112500191E0,-2.165625000E1,2.253635350E1
5.061273140E-1,8.812500238E-1,6.506250381E0,-2.070000076E1,2.171630556E1
5.161273140E-1,6.937500238E-1,6.412500381E0,-1.966875076E1,2.069930450E1
5.261273140E-1,2.812500000E-1,6.431250095E0,-1.850625038E1,1.959391187E1
5.361273140E-1,-1.500000060E-1,6.318750381E0,-1.758750153E1,1.868874839E1
5.461273140E-1,-4.312500060E-1,6.225000381E0,-1.648125076E1,1.762294621E1
5.561273140E-1,-9.750000238E-1,6.375000477E0,-1.520625019E1,1.651730308E1
5.661273140E-1,-1.650000095E0,6.075000286E0,-1.396875095E1,1.532168829E1
5.761273140E-1,-1.968750119E0,6.206250191E0,-1.269375038E1,1.426621243E1
5.861273140E-1,-2.156250000E0,6.112500191E0,-1.158750057E1,1.327713230E1
5.961273140E-1,-2.156250000E0,5.962500095E0,-1.046250057E1,1.223375411E1
6.061273140E-1,-2.231250048E0,5.981250286E0,-9.206250191E0,1.120307433E1
6.161273140E-1,-2.175000191E0,5.850000381E0,-7.837500095E0,1.001895893E1
6.261273140E-1,-2.212500095E0,5.475000381E0,-6.450000286E0,8.744900774E0
6.361273140E-1,-1.912500024E0,4.875000000E0,-5.231250286E0,7.401976824E0
6.461273140E-1,-1.537500024E0,4.500000000E0,-4.012500286E0,6.222062750E0
6.561273140E-1,-9.187500477E-1,3.787500143E0,-2.531250000E0,4.647201905E0
6.661273140E-1,-4.312500060E-1,2.793750048E0,-1.237500072E0,3.085842239E0
6.761273140E-1,2.812500000E-1,1.931250095E0,5.625000224E-2,1.952432472E0
6.861273140E-1,1.200000048E0,8.062500358E-1,6.375000477E-1,1.580014413E0
6.961273140E-1,2.212500095E0,-3.750000149E-2,1.406250000E0,2.621850870E0
7.061273140E-1,3.300000191E0,-1.012500048E0,1.875000119E0,3.928203540E0
7.161273140E-1,4.481250286E0,-1.968750119E0,2.250000000E0,5.387028973E0
7.261273140E-1,5.718750000E0,-2.793750048E0,2.475000143E0,6.828965266E0
7.361273140E-1,6.600000381E0,-3.581250191E0,2.643750191E0,7.960827409E0
7.461273140E-1,7.556250095E0,-4.162500381E0,2.718750000E0,9.045160391E0
7.561273140E-1,8.250000000E0,-4.612500191E0,2.737500191E0,9.840303110E0
