MAGNET_DISTANCE=20
DELAY=1
"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
3.382490200E-2,1.685625076E1,-6.900000095E0,1.076250076E1,2.115595930E1
4.382490200E-2,1.644375038E1,-7.631250381E0,1.035000038E1,2.087475549E1
5.382490200E-2,1.678125000E1,-7.668750286E0,9.806250572E0,2.089455989E1
6.382490200E-2,1.642500114E1,-8.175000191E0,9.675000191E0,2.074167109E1
7.382490200E-2,1.638750076E1,-8.175000191E0,9.581250191E0,2.066836144E1
8.382490200E-2,1.636875153E1,-8.062500000E0,9.337500572E0,2.049704490E1
9.382490200E-2,1.618125153E1,-8.137500763E0,9.618750572E0,2.050785660E1
1.038249020E-1,1.642500114E1,-8.287500381E0,9.581250191E0,2.074279828E1
1.138249020E-1,1.653750038E1,-8.568750381E0,9.318750381E0,2.082670187E1
1.238249020E-1,1.651875114E1,-8.381250381E0,9.300000191E0,2.072690283E1
1.338249020E-1,1.636875153E1,-8.437500000E0,9.225000381E0,2.059679744E1
1.438249020E-1,1.648125076E1,-8.250000000E0,9.075000763E0,2.054384982E1
1.538249020E-1,1.668750000E1,-8.268750191E0,9.168750763E0,2.075839292E1
1.638249020E-1,1.663125038E1,-8.437500000E0,9.375000000E0,2.087296147E1
1.738249020E-1,1.672500038E1,-8.493750572E0,9.187500000E0,2.088730698E1
1.838249020E-1,1.653750038E1,-8.268750191E0,9.337500572E0,2.071352373E1
1.938249020E-1,1.627500153E1,-8.231250763E0,9.543750763E0,2.058427415E1
2.038249020E-1,1.616250038E1,-8.400000572E0,9.468750000E0,2.052909289E1
2.138249020E-1,1.616250038E1,-8.175000191E0,9.693750381E0,2.054326759E1
2.238249020E-1,1.627500153E1,-8.100000381E0,9.918750763E0,2.070911146E1
2.338249020E-1,1.601250076E1,-8.100000381E0,9.918750763E0,2.050345833E1
2.438249020E-1,1.605000114E1,-8.137500763E0,9.787500381E0,2.048454586E1
2.538249020E-1,1.608750153E1,-7.950000286E0,9.768750191E0,2.043131641E1
2.638249020E-1,1.610625076E1,-7.931250095E0,9.487500191E0,2.030587850E1
2.738249020E-1,1.616250038E1,-8.062500000E0,9.412500381E0,2.036726511E1
2.838249020E-1,1.648125076E1,-8.100000381E0,9.543750763E0,2.069600956E1
2.938249020E-1,1.642500114E1,-8.362500191E0,9.637500763E0,2.079888201E1
3.038249020E-1,1.629375076E1,-8.493750572E0,9.618750572E0,2.074006932E1
3.138249020E-1,1.642500114E1,-8.568750381E0,9.618750572E0,2.087401514E1
3.238249020E-1,1.651875114E1,-8.400000572E0,9.693750381E0,2.091406095E1
3.338249020E-1,1.653750038E1,-8.456250191E0,9.562500000E0,2.089111037E1
3.438249020E-1,1.648125076E1,-8.662500381E0,1.005000019E1,2.115828546E1
3.538249020E-1,1.644375038E1,-8.568750381E0,1.005000019E1,2.109082534E1
3.638249020E-1,1.648125076E1,-8.437500000E0,1.003125000E1,2.105822902E1
3.738249020E-1,1.661250114E1,-8.212500572E0,9.806250572E0,2.096623262E1
3.838249020E-1,1.659375000E1,-7.912500381E0,9.675000191E0,2.077416256E1
3.938249020E-1,1.674375153E1,-7.837500095E0,9.618750572E0,2.083986529E1
4.038249020E-1,1.657500076E1,-7.856250286E0,9.618750572E0,2.071163155E1
4.138249020E-1,1.650000000E1,-7.818750381E0,9.731250763E0,2.069009664E1
4.238249020E-1,1.635000038E1,-7.612500191E0,9.431250572E0,2.035242391E1
4.338249020E-1,1.633125114E1,-7.462500095E0,9.243750572E0,2.019518745E1
4.438249020E-1,1.610625076E1,-7.631250381E0,9.281250000E0,2.009449919E1
4.538249020E-1,1.605000114E1,-7.725000381E0,9.506250381E0,2.019026904E1
4.638249020E-1,1.608750153E1,-8.025000572E0,9.431250572E0,2.030164592E1
4.738249020E-1,1.591875076E1,-8.081250191E0,9.468750000E0,2.020817797E1
4.838249020E-1,1.608750153E1,-8.006250381E0,9.600000381E0,2.037321177E1
4.938249020E-1,1.601250076E1,-7.931250095E0,9.618750572E0,2.029347854E1
5.038249020E-1,1.608750153E1,-8.006250381E0,9.600000381E0,2.037321177E1
5.138249020E-1,1.610625076E1,-7.893750191E0,1.006875038E1,2.056945162E1
5.238249020E-1,1.612500000E1,-7.875000477E0,9.918750763E0,2.050397216E1
5.338249020E-1,1.599375057E1,-7.968750477E0,9.806250572E0,2.038292403E1
5.438249020E-1,1.597500038E1,-7.856250286E0,1.001250076E1,2.042477606E1
5.538249020E-1,1.603125000E1,-7.687500477E0,9.993750572E0,2.039543308E1
5.638249020E-1,1.591875076E1,-7.706250191E0,9.881250381E0,2.025912207E1
5.738249020E-1,1.616250038E1,-7.818750381E0,9.768750191E0,2.043985705E1
5.838249020E-1,1.625625038E1,-7.950000286E0,9.787500381E0,2.057336493E1
5.938249020E-1,1.612500000E1,-8.081250191E0,9.675000191E0,2.046772724E1
6.038249020E-1,1.646250153E1,-8.043750763E0,9.712500572E0,2.073761197E1
6.138249020E-1,1.663125038E1,-7.837500095E0,9.787500381E0,2.082834753E1
6.238249020E-1,1.666875076E1,-8.006250381E0,9.881250381E0,2.096631599E1
6.338249020E-1,1.665000153E1,-7.893750191E0,9.862500191E0,2.089982662E1
6.438249020E-1,1.676250076E1,-8.193750381E0,9.918750763E0,2.113056066E1
6.538249020E-1,1.685625076E1,-8.287500381E0,1.016250038E1,2.135631678E1
6.638249020E-1,1.685625076E1,-8.231250763E0,9.937500000E0,2.122829680E1
6.738249020E-1,1.696875000E1,-8.137500763E0,9.956250191E0,2.129047470E1
6.838249020E-1,1.640625000E1,-8.081250191E0,9.806250572E0,2.075172749E1
6.938249020E-1,1.614375114E1,-8.437500000E0,9.937500000E0,2.075008466E1
7.038249020E-1,1.620000076E1,-8.400000572E0,9.806250572E0,2.071623964E1
7.138249020E-1,1.612500000E1,-8.587500572E0,9.787500381E0,2.072573171E1
7.238249020E-1,1.620000076E1,-8.400000572E0,9.750000000E0,2.068967217E1
7.338249020E-1,1.597500038E1,-8.306250572E0,9.656250000E0,2.043128972E1
7.438249020E-1,1.588125038E1,-8.268750191E0,9.862500191E0,2.044150810E1
7.538249020E-1,1.578750038E1,-8.137500763E0,9.731250763E0,2.025244006E1
7.638249020E-1,1.603125000E1,-8.306250572E0,9.975000381E0,2.062754003E1
7.738249020E-1,1.620000076E1,-8.268750191E0,9.881250381E0,2.069906673E1
7.838249020E-1,1.631250000E1,-8.193750381E0,9.993750572E0,2.081130107E1
7.938249020E-1,1.621875000E1,-8.156250000E0,1.018125057E1,2.081418096E1
8.038249020E-1,1.605000114E1,-8.268750191E0,1.020000076E1,2.073679778E1
8.138249020E-1,1.605000114E1,-8.437500000E0,1.031250000E1,2.086004792E1
8.238249020E-1,1.616250038E1,-8.512500763E0,1.048125076E1,2.106052481E1
8.338249020E-1,1.627500153E1,-8.793750763E0,1.031250000E1,2.117907891E1
8.438249020E-1,1.631250000E1,-8.475000381E0,1.016250038E1,2.100475426E1
8.538249020E-1,1.627500153E1,-8.268750191E0,1.005000019E1,2.083867578E1
8.638249020E-1,1.606875038E1,-8.437500000E0,1.005000019E1,2.074605141E1
8.738249020E-1,1.612500000E1,-8.550000191E0,9.862500191E0,2.074577158E1
8.838249020E-1,1.599375057E1,-8.437500000E0,9.881250381E0,2.060656625E1
8.938249020E-1,1.586250019E1,-8.306250572E0,9.787500381E0,2.040607445E1
9.038249020E-1,1.588125038E1,-8.100000381E0,9.675000191E0,2.028373113E1
9.138249020E-1,1.608750153E1,-8.025000572E0,9.787500381E0,2.046957506E1
9.238249020E-1,1.591875076E1,-8.362500191E0,9.937500000E0,2.054487628E1
9.338249020E-1,1.591875076E1,-8.400000572E0,9.975000381E0,2.057832034E1
9.438249020E-1,1.605000114E1,-8.193750381E0,9.656250000E0,2.044463857E1
9.538249020E-1,1.601250076E1,-8.193750381E0,9.862500191E0,2.051357200E1
9.638249020E-1,1.606875038E1,-8.325000763E0,9.693750381E0,2.052995794E1
9.738249020E-1,1.620000076E1,-8.362500191E0,9.787500381E0,2.069218688E1
9.838249020E-1,1.620000076E1,-8.531250000E0,9.731250763E0,2.073450006E1
9.938249020E-1,1.597500038E1,-8.606250763E0,9.843750000E0,2.064382725E1
1.003824902E0,1.605000114E1,-8.568750381E0,9.768750191E0,2.065077481E1
1.013824902E0,1.593750095E1,-8.625000000E0,9.525000572E0,2.047242530E1
1.023824902E0,1.578750038E1,-8.606250763E0,9.975000381E0,2.056242576E1
1.033824902E0,1.591875076E1,-8.550000191E0,9.656250000E0,2.048785721E1
1.043824902E0,1.603125000E1,-8.343750000E0,9.881250381E0,2.059753019E1
1.053824902E0,1.614375114E1,-8.325000763E0,9.956250191E0,2.071360076E1
1.063824902E0,1.601250076E1,-8.325000763E0,9.825000763E0,2.054839309E1
1.073824902E0,1.631250000E1,-8.100000381E0,9.768750191E0,2.066727226E1
