"Time (s)","Magnetic Field x (µT)","Magnetic Field y (µT)","Magnetic Field z (µT)","Absolute field (µT)"
1.830762500E-2,1.715625000E1,-8.175000191E0,-5.362500381E1,5.689295718E1
2.830762500E-2,1.644375038E1,-7.312500477E0,-5.467500305E1,5.756062498E1
3.830762500E-2,1.635000038E1,-7.106250286E0,-5.467500305E1,5.750806260E1
4.830762500E-2,1.642500114E1,-7.050000191E0,-5.463750076E1,5.748686506E1
5.830762500E-2,1.627500153E1,-7.125000477E0,-5.456250381E1,5.738212378E1
6.830762500E-2,1.646250153E1,-7.481250286E0,-5.463750076E1,5.755205949E1
7.830762500E-2,1.627500153E1,-7.856250286E0,-5.441250229E1,5.733512666E1
8.830762500E-2,1.614375114E1,-7.931250095E0,-5.426250076E1,5.716593757E1
9.830762500E-2,1.608750153E1,-8.006250381E0,-5.426250076E1,5.716053481E1
1.083076250E-1,1.608750153E1,-8.268750191E0,-5.390625381E1,5.686003988E1
1.183076250E-1,1.605000114E1,-8.512500763E0,-5.370000076E1,5.668999284E1
1.283076250E-1,1.605000114E1,-8.606250763E0,-5.379375076E1,5.679293715E1
1.383076250E-1,1.612500000E1,-8.700000763E0,-5.386875153E1,5.689945544E1
1.483076250E-1,1.614375114E1,-8.512500763E0,-5.373750305E1,5.675211542E1
1.583076250E-1,1.620000076E1,-8.100000381E0,-5.383125305E1,5.679660057E1
1.683076250E-1,1.623750114E1,-8.137500763E0,-5.388750076E1,5.686596610E1
1.783076250E-1,1.610625076E1,-8.137500763E0,-5.383125305E1,5.677529425E1
1.883076250E-1,1.606875038E1,-8.100000381E0,-5.401875305E1,5.693716208E1
1.983076250E-1,1.606875038E1,-7.987500191E0,-5.426250076E1,5.715263675E1
2.083076250E-1,1.590000057E1,-8.231250763E0,-5.400000381E1,5.689080698E1
2.183076250E-1,1.580625057E1,-8.231250763E0,-5.409375381E1,5.695371145E1
2.283076250E-1,1.560000038E1,-8.306250572E0,-5.416875076E1,5.697900815E1
2.383076250E-1,1.556250095E1,-8.268750191E0,-5.420625305E1,5.699896083E1
2.483076250E-1,1.563750076E1,-8.231250763E0,-5.433750153E1,5.713885711E1
2.583076250E-1,1.567500019E1,-8.418750763E0,-5.445000076E1,5.728336214E1
2.683076250E-1,1.567500019E1,-8.512500763E0,-5.448750305E1,5.733285523E1
2.783076250E-1,1.575000095E1,-8.662500381E0,-5.446875381E1,5.735805597E1
2.883076250E-1,1.590000057E1,-8.606250763E0,-5.445000076E1,5.737316580E1
2.983076250E-1,1.588125038E1,-8.493750572E0,-5.418750381E1,5.710204447E1
3.083076250E-1,1.597500038E1,-8.456250191E0,-5.398125076E1,5.692700799E1
3.183076250E-1,1.606875038E1,-8.850000381E0,-5.379375076E1,5.683568304E1
3.283076250E-1,1.584375095E1,-8.850000381E0,-5.366250229E1,5.664813415E1
3.383076250E-1,1.575000095E1,-8.643750191E0,-5.375625229E1,5.667902264E1
3.483076250E-1,1.586250019E1,-8.550000191E0,-5.356875229E1,5.651842741E1
